"category","internationalTitle","localTitle","isNewEntry","isPromoted","openingHours","holiday","price","maxPrice","minPrice","address","url","telephone","properties","rating","ammenityScore","ammenityDescription","latitude","longitude","mapUri"
"Okonomiyaki","Osaka Kitchen Honten","Osaka きっちん 本店","False","False","Dinner = 17:00-23:00 (L.O.)","Closed Sunday except before a Public Holiday, and Public Holiday Mondays","Dinner = ¥4,000-7,000","7000","4000","2F Great Bldg, 4-14-19 Ginza, Chuo-ku Tokyo","http://osaka-kitchen.com/","03-6228-4951","Private room with maximum capacity 20, Reservation required, Late dining","Bib Gourmand","1","Quiet comfortable","35.66954681","139.7691577","https://maps.google.com/maps?q=35.66954681%2C139.7691577%282F%20Great%20Bldg%2C%204-14-19%20Ginza%2C%20Chuo-ku%20Tokyo%29&ll=35.66954681%2c139.7691577&hl=en"
"Korean","Ohjuri Sa Rang Chae","王十里 サランチェ","False","False","Lunch = 11:30-14:00 (L.O.)Dinner = 17:30-23:00 (L.O.)Saturday & Public Holidays 17:00-22:00 (L.O.)","Closed Sunday","Lunch = Under ¥1,500Dinner = ¥3,000-5,000","5000","1500","3-9-18 Ginza, Chuo-ku, Tokyo","null","03-3543-2525","Cash only at lunch, Completely no smoking area, Late dining","Bib Gourmand","1","Quiet comfortable","35.67176151","139.7678012","https://maps.google.com/maps?q=35.67176151%2C139.7678012%283-9-18%20Ginza%2C%20Chuo-ku%2C%20Tokyo%29&ll=35.67176151%2c139.7678012&hl=en"
"French","Aux Délices de Dodine","オ デリス ド ドディーヌ","False","False","Lunch = 11:30-15:00 L.O.14:30Dinner = 18:00-23:30 L.O.22:30","Closed Monday and 1st Sunday","Lunch = ¥1,000Dinner = ¥3,000-4,000","4000","1000","2-2-7 Shibadaimon, Minato-ku, Tokyo","null","03-6432-4440","Completely no smoking area, Reservation required, Late dining, Interesting wine list","Bib Gourmand","1","Quiet comfortable","35.65622553139535","139.7535824196434","https://maps.google.com/maps?q=35.65622553139535%2C139.7535824196434%282-2-7%20Shibadaimon%2C%20Minato-ku%2C%20Tokyo%29&ll=35.65622553139535%2c139.7535824196434&hl=en"
"Soba","Teuchisoba Kikutani Sugamo Honten","手打そば 菊谷 巣鴨本店","False","False","Lunch = 11:30-14:30 (L.O.)1st Sunday 11:30-17:00 or when the day’s stock runs outDinner = 17:30-21:00 L.O.20:00","Closed Monday","Lunch = ¥1,000-2,000Dinner = ¥1,500-5,000","5000","1000","4-14-15 Sugamo, Toshima-ku Tokyo","null","03-3918-3462","Lunch and/or dinner for ¥1,500 and less, Cash only, Completely no smoking area, Private room with maximum capacity 6, Open Sunday","Bib Gourmand","1","Quiet comfortable","35.73798967","139.7314636","https://maps.google.com/maps?q=35.73798967%2C139.7314636%284-14-15%20Sugamo%2C%20Toshima-ku%20Tokyo%29&ll=35.73798967%2c139.7314636&hl=en"
"Crab Specialities","Ginza Kitafuku","銀座 きた福","False","False","Lunch = 12:00-15:00 L.O.13:00Dinner = 17:00-24:00 L.O.22:00","null","Lunch = ¥24,000-52,000Dinner = ¥24,000-52,000","52000","24000","3F, Ginza 745 Bldg, 7-4-5 Ginza, Chuo-ku, Tokyo","http://kanikitafuku.com/ginza/","03-6280-6368","Completely no smoking area, Private room with maximum capacity 12, Reservation required, Open Sunday, Late dining","one star","2","Comfortable","35.67009749","139.7611029","https://maps.google.com/maps?q=35.67009749%2C139.7611029%283F%2C%20Ginza%20745%20Bldg%2C%207-4-5%20Ginza%2C%20Chuo-ku%2C%20Tokyo%29&ll=35.67009749%2c139.7611029&hl=en"
"Vietnamese","Kitchen","キッチン","False","False","Dinner = 18:30-22:00 L.O.21:00","Closed Saturday, Sunday, Monday and Public Holidays","Dinner = ¥3,500-5,500","5500","3500","2F, New-Nishiazabu Bldg, 4-4-12 Nishiazabu, Minato-ku, Tokyo","null","03-3409-5039","Completely no smoking area, Reservation required","Bib Gourmand","1","Quiet comfortable","35.65738867","139.7231519","https://maps.google.com/maps?q=35.65738867%2C139.7231519%282F%2C%20New-Nishiazabu%20Bldg%2C%204-4-12%20Nishiazabu%2C%20Minato-ku%2C%20Tokyo%29&ll=35.65738867%2c139.7231519&hl=en"
"Curry","Kyoeido","共栄堂","False","False","Lunch/ Dinner = 11:00-20:00 L.O.19:45","Closed Sunday","Lunch/Dinner = ¥1,000-3,000","3000","1000","B1F, Sun Bldg, 1-6 Kandajimbocho, Chiyoda-ku, Tokyo","http://www.kyoueidoo.com/","03-3291-1475","Lunch and/or dinner for ¥1,500 and less, Cash only, Completely no smoking area, Reservation not accepted","Bib Gourmand","1","Quiet comfortable","35.69615577147008","139.75935336441808","https://maps.google.com/maps?q=35.69615577147008%2C139.75935336441808%28B1F%2C%20Sun%20Bldg%2C%201-6%20Kandajimbocho%2C%20Chiyoda-ku%2C%20Tokyo%29&ll=35.69615577147008%2c139.75935336441808&hl=en"
"Soba","Gimpachitei Yazawa","吟八亭 やざ和","False","False","Lunch = 11:30-14:30 (L.O.) or when the day’s stock runs outDinner = 17:00-19:30 (L.O.) or when the day’s stock runs out. Closed Sunday.","Closed Wednesday and Thursday","Lunch = ¥1,000-5,000Dinner = ¥2,500-5,000","5000","1000","1-27-8 Kameari, Katsushika-ku, Tokyo","null","03-3690-8228","Cash only, Completely no smoking area, Open Sunday","Bib Gourmand","1","Quiet comfortable","35.762882220474765","139.84636806134222","https://maps.google.com/maps?q=35.762882220474765%2C139.84636806134222%281-27-8%20Kameari%2C%20Katsushika-ku%2C%20Tokyo%29&ll=35.762882220474765%2c139.84636806134222&hl=en"
"Portuguese","Cristiano's","クリスチアノ","False","False","Dinner = 18:00-23:00 (L.O.)","null","Dinner = ¥4,000-5,000","5000","4000","1-51-10 Tomigaya Shibuya-ku, Tokyo","http://www.cristianos.jp/","03-5790-0909","Completely no smoking area, Reservation required, Open Sunday, Late dining, Interesting wine list","Bib Gourmand","1","Quiet comfortable","35.66858917","139.6890654","https://maps.google.com/maps?q=35.66858917%2C139.6890654%281-51-10%20Tomigaya%20Shibuya-ku%2C%20Tokyo%29&ll=35.66858917%2c139.6890654&hl=en"
"French","Bistro Glouton","ビストロ グルトン","False","False","Dinner = 18:00-24:00 L.O.23:00","Closed Sunday and 3rd Monday","Dinner = ¥4,000-7,000","7000","4000","2-33-7 Ikejiri, Setagaya-ku, Tokyo","null","03-3410-5517","Completely no smoking area, Counter restaurant, Reservation required, Late dining","Bib Gourmand","1","Quiet comfortable","35.64867992","139.6822967","https://maps.google.com/maps?q=35.64867992%2C139.6822967%282-33-7%20Ikejiri%2C%20Setagaya-ku%2C%20Tokyo%29&ll=35.64867992%2c139.6822967&hl=en"
"Korean","Grace","グレイス","False","False","Lunch = Monday-Saturday 11:30-14:30 L.O.14:00Dinner = 17:00-23:30 L.O.22:30","null","Lunch = ¥1,000-4,000Dinner = ¥3,000-8,000","8000","1000","1-7-2 Azabujuban, Minato-ku, Tokyo","http://www.samgetang.jp/","03-3475-6972","Completely no smoking area, Reservation required, Open Sunday, Late dining","Bib Gourmand","1","Quiet comfortable","35.6566662","139.7346971","https://maps.google.com/maps?q=35.6566662%2C139.7346971%281-7-2%20Azabujuban%2C%20Minato-ku%2C%20Tokyo%29&ll=35.6566662%2c139.7346971&hl=en"
"Ramen","Ramen Koike","らぁめん小池","False","False","Lunch = weekdays 11:00-14:30weekends 11:00-15:00Dinner = 18:00-21:00","Closed Thursday and Friday","Lunch = Under ¥1,500Dinner = Under ¥1,500","1500","1500","1F, Kamikitazawa Highness Corpo, 4-19-18 Kamikitazawa, Setagaya-ku, Tokyo","null","None","Lunch and/or dinner for ¥1,500 and less, Cash only, Completely no smoking area, Counter restaurant, Reservation not accepted, Open Sunday","Bib Gourmand","0","Simple","35.67061404","139.6223328","https://maps.google.com/maps?q=35.67061404%2C139.6223328%281F%2C%20Kamikitazawa%20Highness%20Corpo%2C%204-19-18%20Kamikitazawa%2C%20Setagaya-ku%2C%20Tokyo%29&ll=35.67061404%2c139.6223328&hl=en"
"Spanish","Arrocería Sal y Amor","アロセリア サル イ アモール","False","False","Lunch = weekends 11:50-15:00 L.O.14:00Dinner = 17:30-0:30 L.O.23:00weekends 17:30-23:00 L.O.22:00","null","Lunch = ¥2,000-5,000Dinner = ¥3,000-5,000","5000","2000","B1F, Daisan Yokoshiba Bldg, 12-19 Daikanyamacho, Shibuya-ku, Tokyo","http://salyamor.com/","03-5428-6488","Completely no smoking area, Reservation required, Open Sunday, Late dining","Bib Gourmand","1","Quiet comfortable","35.65085287","139.7035013","https://maps.google.com/maps?q=35.65085287%2C139.7035013%28B1F%2C%20Daisan%20Yokoshiba%20Bldg%2C%2012-19%20Daikanyamacho%2C%20Shibuya-ku%2C%20Tokyo%29&ll=35.65085287%2c139.7035013&hl=en"
"Yoshoku","Seiyoryori Shichijo","西洋料理 七條","False","False","Lunch = 11:30-14:30 L.O.14:00Dinner = 18:00-22:00 L.O.20:30 except Saturday","Closed Sunday, Public Holidays and 2nd Saturday of the month","Lunch = ¥1,500-2,500Dinner = ¥2,500-6,000","6000","1500","1F, Auspice Uchikanda Bldg, 1-15-7 Uchikanda, Chiyoda-ku, Tokyo","null","03-5577-6184","Cash only at lunch, Completely no smoking area, Private room with maximum capacity 10","Bib Gourmand","1","Quiet comfortable","35.69195930494263","139.76553243741705","https://maps.google.com/maps?q=35.69195930494263%2C139.76553243741705%281F%2C%20Auspice%20Uchikanda%20Bldg%2C%201-15-7%20Uchikanda%2C%20Chiyoda-ku%2C%20Tokyo%29&ll=35.69195930494263%2c139.76553243741705&hl=en"
"Chinese","Jeeten","ジーテン","False","False","Dinner = 17:00-22:00 (L.O.)","Closed Tuesday","Dinner = ¥4,000-6,500","6500","4000","3-2-3 Nishihara, Shibuya-ku, Tokyo","null","03-3469-9333","Cash only, Completely no smoking area, Reservation required, Open Sunday, Late dining","Bib Gourmand","1","Quiet comfortable","35.67039445","139.6825026","https://maps.google.com/maps?q=35.67039445%2C139.6825026%283-2-3%20Nishihara%2C%20Shibuya-ku%2C%20Tokyo%29&ll=35.67039445%2c139.6825026&hl=en"
"Chinese","Chukakosai Jasmine","中華香彩 ジャスミン","False","False","Lunch = 11:30-15:00 L.O.14:30Dinner = 18:00-23:00 L.O.22:00","null","Lunch = ¥1,000-4,000Dinner = ¥5,000-9,000","9000","1000","1F, Hiroo Nishikawa Bldg, 5-22-3 Hiroo, Shibuya-ku, Tokyo","http://jasmine310.com/","03-5421-8525","Cash only at lunch, Completely no smoking area, Reservation required, Open Sunday, Late dining","Bib Gourmand","1","Quiet comfortable","35.64866493","139.717929","https://maps.google.com/maps?q=35.64866493%2C139.717929%281F%2C%20Hiroo%20Nishikawa%20Bldg%2C%205-22-3%20Hiroo%2C%20Shibuya-ku%2C%20Tokyo%29&ll=35.64866493%2c139.717929&hl=en"
"Izakaya","Suzushiro","鈴しろ","False","False","Dinner = 18:00-1:00 L.O.24:00","Closed Monday","Dinner = ¥3,500-5,500","5500","3500","2-6-9 Sangenjaya, Setagaya-ku, Tokyo","null","03-3413-2570","Cash only, Completely no smoking area, Counter restaurant, Reservation required, Open Sunday, Late dining","Bib Gourmand","1","Quiet comfortable","35.64207379","139.6664035","https://maps.google.com/maps?q=35.64207379%2C139.6664035%282-6-9%20Sangenjaya%2C%20Setagaya-ku%2C%20Tokyo%29&ll=35.64207379%2c139.6664035&hl=en"
"Beef specialities","Karyu","花柳","False","False","Dinner = 17:00-23:00 (L.O.)","Closed Sunday and Public Holidays","Dinner = ¥15,000","15000","15000","11-11 Nihombashikofunecho, Chuo-ku, Tokyo","http://www.karyu-tokyo.com/","03-3249-7776","Completely no smoking area, Reservation required, Late dining","one star","2","Comfortable","35.68722651","139.7786431","https://maps.google.com/maps?q=35.68722651%2C139.7786431%2811-11%20Nihombashikofunecho%2C%20Chuo-ku%2C%20Tokyo%29&ll=35.68722651%2c139.7786431&hl=en"
"Chinese","Chukameisai Senyo","中華銘菜 圳陽","False","False","Lunch = 11:30-14:30 L.O.14:00 except FridayDinner = 18:00-22:00 L.O.21:00weekends 17:30-22:00 L.O.21:00","Closed Tuesday","Lunch = ¥1,000-4,500Dinner = ¥4,000-6,500","6500","1000","3-18-9 Wada, Suginami-ku, Tokyo","http://www.chinese-senyou.jp/","03-6382-5320","Cash only, Completely no smoking area, Open Sunday","Bib Gourmand","1","Quiet comfortable","35.69417792","139.6544471","https://maps.google.com/maps?q=35.69417792%2C139.6544471%283-18-9%20Wada%2C%20Suginami-ku%2C%20Tokyo%29&ll=35.69417792%2c139.6544471&hl=en"
"Chinese","Chugokusai Zenrakubo","中国菜 膳楽房","False","False","Lunch = 11:30-14:30 L.O.14:00Dinner = 17:00-23:00 L.O.21:30","Closed Monday","Lunch = ¥1,000-7,000Dinner = ¥4,000-7,000","7000","1000","1-11-8 Kagurazaka, Shinjuku-ku, Tokyo","null","03-3235-1260","Cash only at lunch, Completely no smoking area, Reservation required, Open Sunday","Bib Gourmand","1","Quiet comfortable","35.70037052","139.742017","https://maps.google.com/maps?q=35.70037052%2C139.742017%281-11-8%20Kagurazaka%2C%20Shinjuku-ku%2C%20Tokyo%29&ll=35.70037052%2c139.742017&hl=en"
"Indian","Dharmasāgara","ダルマサーガラ","False","False","Lunch = 11:30-14:00 (L.O.)weekends 12:00-14:30 (L.O.)Dinner = 18:00-23:00 L.O.22:00weekends 17:30-22:00 L.O.21:00","null","Lunch = ¥1,500-4,000Dinner = ¥2,500-5,000","5000","1500","2F, Ginza-eight Bldg, 4-14-6 Ginza, Chuo-ku Tokyo","http://dharmasagara.com/","03-3545-5588","Cash only at lunch, Completely no smoking area, Open Sunday, Late dining","Bib Gourmand","1","Quiet comfortable","35.6691279","139.7689462","https://maps.google.com/maps?q=35.6691279%2C139.7689462%282F%2C%20Ginza-eight%20Bldg%2C%204-14-6%20Ginza%2C%20Chuo-ku%20Tokyo%29&ll=35.6691279%2c139.7689462&hl=en"
"Dumpling","Gyozabo Chohakkai","餃子坊 豚八戒","False","False","Dinner = 18:00-23:00","Closed Sunday and Monday","Dinner = ¥2,000-4,000","4000","2000","3-37-5 Asagayaminami, Suginami-ku, Tokyo","null","03-3398-5527","Cash only, Completely no smoking area, Private room with maximum capacity 8, Late dining","Bib Gourmand","0","Simple","35.7045216","139.6349506","https://maps.google.com/maps?q=35.7045216%2C139.6349506%283-37-5%20Asagayaminami%2C%20Suginami-ku%2C%20Tokyo%29&ll=35.7045216%2c139.6349506&hl=en"
"Curry","Tomato","トマト","False","False","Lunch = 11:30-13:30 or when the day’s stock runs outDinner = 18:30-20:30 or when the day’s stock runs out","Closed Wednesday and Thursday","Lunch = ¥2,000-5,000Dinner = ¥2,000-5,000","5000","2000","5-20-7 Ogikubo, Suginami-ku, Tokyo","null","03-3393-3262","Cash only, Completely no smoking area, Reservation not accepted, Open Sunday","Bib Gourmand","1","Quiet comfortable","35.70245964","139.6197427","https://maps.google.com/maps?q=35.70245964%2C139.6197427%285-20-7%20Ogikubo%2C%20Suginami-ku%2C%20Tokyo%29&ll=35.70245964%2c139.6197427&hl=en"
"French","Dominique Bouchet","ドミニク・ブシェ","False","False","Lunch = 12:00-13:30 (L.O.)Dinner = 18:00-20:30 (L.O.)","null","Lunch = ¥9,000-14,000Dinner = ¥17,000-27,000","27000","9000","2F, Ginza Rengadori Fukujin Bldg, 1-5-6 Ginza, Chuo-ku, Tokyo","http://www.dominique-bouchet.jp/","03-6264-4477","Completely no smoking area, Private room with maximum capacity 10, Reservation required, Open Sunday, Interesting wine list","two stars","3.5","Very comfortable (more pleasant if in red)","35.67478611","139.7673651","https://maps.google.com/maps?q=35.67478611%2C139.7673651%282F%2C%20Ginza%20Rengadori%20Fukujin%20Bldg%2C%201-5-6%20Ginza%2C%20Chuo-ku%2C%20Tokyo%29&ll=35.67478611%2c139.7673651&hl=en"
"Tonkatsu","Tompachitei","とん八亭","False","False","Lunch = 11:30-14:30 (L.O.) or when the day’s stock runs out","Closed Monday (unless Public Holiday, then Tuesday)","Lunch = ¥1,000-3,000","3000","1000","4-3-4 Ueno, Taito-ku, Tokyo","null","03-3831-4209","Lunch and/or dinner for ¥1,500 and less, Cash only, Completely no smoking area, Reservation not accepted, Open Sunday","Bib Gourmand","1","Quiet comfortable","35.708421711791175","139.77371818956658","https://maps.google.com/maps?q=35.708421711791175%2C139.77371818956658%284-3-4%20Ueno%2C%20Taito-ku%2C%20Tokyo%29&ll=35.708421711791175%2c139.77371818956658&hl=en"
"Ramen","Sosakumenkobo Nakiryu","創作麺工房 鳴龍","False","False","Lunch = 11:30-15:00 or when the day's stock runs outDinner = 18:00-21:00 or when the day's stock runs out. Closed Monday.","Closed Tuesday","Lunch = Under ¥1,500Dinner = Under ¥1,500","1500","1500","1F, Sky Minamiotsuka, 2-34-4 Minamiotsuka, Toshima-ku Tokyo","http://www12.plala.or.jp/nakiryu/","03-6304-1811","Lunch and/or dinner for ¥1,500 and less, Cash only, Completely no smoking area, Counter restaurant, Reservation not accepted, Open Sunday","one star","0","Simple","35.72870322","139.7303256","https://maps.google.com/maps?q=35.72870322%2C139.7303256%281F%2C%20Sky%20Minamiotsuka%2C%202-34-4%20Minamiotsuka%2C%20Toshima-ku%20Tokyo%29&ll=35.72870322%2c139.7303256&hl=en"
"Dumpling","Nihao","您好","False","False","Dinner = 17:00-23:30 L.O.23:00Saturday 17:00-23:00 L.O.22:30","Closed Sunday and Public Holiday Mondays","Dinner = ¥3,000-4,000","4000","3000","2F, Masumoto Bldg, 2-27-4 Nishihara, Shibuya-ku, Tokyo","null","03-3465-0747","Cash only, Completely no smoking area, Reservation required, Late dining","Bib Gourmand","0","Simple","35.67528558","139.6783169","https://maps.google.com/maps?q=35.67528558%2C139.6783169%282F%2C%20Masumoto%20Bldg%2C%202-27-4%20Nishihara%2C%20Shibuya-ku%2C%20Tokyo%29&ll=35.67528558%2c139.6783169&hl=en"
"Soba","Nemurian","眠庵","False","False","Dinner = 18:00-21:30 (L.O.) or when the day’s stock runs out","Closed Sunday and Public Holidays","Dinner = ¥1,000-3,000","3000","1000","1-16-4 Kandasudacho, Chiyoda-ku, Tokyo","http://www.nemurian.net/","03-3251-5300","Lunch and/or dinner for ¥1,500 and less, Cash only, Shoes must be removed, Completely no smoking area, Reservation required, Interesting sake list","Bib Gourmand","1","Quiet comfortable","35.69532452305461","139.77076011962606","https://maps.google.com/maps?q=35.69532452305461%2C139.77076011962606%281-16-4%20Kandasudacho%2C%20Chiyoda-ku%2C%20Tokyo%29&ll=35.69532452305461%2c139.77076011962606&hl=en"
"Chinese","Hiroo Hashizume","広尾 はしづめ","False","False","Lunch = 11:30-15:00 L.O.14:30Dinner = 18:00-23:00 L.O.21:30","Closed Sunday and Public Holidays","Lunch = ¥1,000-2,500Dinner = ¥5,000-13,000","13000","1000","2F, Cartier Blanc Hiroo, 5-16-10 Minamiazabu, Minato-ku, Tokyo","null","03-6277-2183","Completely no smoking area, Private room with maximum capacity 6, Reservation required, Late dining","one star","1","Quiet comfortable","35.65135086","139.7232586","https://maps.google.com/maps?q=35.65135086%2C139.7232586%282F%2C%20Cartier%20Blanc%20Hiroo%2C%205-16-10%20Minamiazabu%2C%20Minato-ku%2C%20Tokyo%29&ll=35.65135086%2c139.7232586&hl=en"
"Izakaya","Shoto Hello","松濤 はろう","False","False","Dinner = 17:00-24:00","null","Dinner = ¥4,000-6,000","6000","4000","1F, Chambord Shoto, 2-14-12 Shoto, Shibuya-ku, Tokyo","null","03-6887-2841","Completely no smoking area, Counter restaurant, Reservation required, Late dining, Interesting sake list","Bib Gourmand","1.5","Quiet comfortable (more pleasant if in red)","35.65832222","139.6918677","https://maps.google.com/maps?q=35.65832222%2C139.6918677%281F%2C%20Chambord%20Shoto%2C%202-14-12%20Shoto%2C%20Shibuya-ku%2C%20Tokyo%29&ll=35.65832222%2c139.6918677&hl=en"
"Japanese","Azabujuban Fukuda","麻布十番 ふくだ","False","False","Dinner = 18:00-23:00 L.O.21:00","null","Dinner = ¥24,000-30,000","30000","24000","1F, Masuko Bldg Azabu Nibankan, 3-7-5 Azabujuban, Minato-ku, Tokyo","http://azabu10ban-fukuda.com/","03-6453-7256","Completely no smoking area, Private room with maximum capacity 8, Counter restaurant, Reservation required, Open Sunday","one star","2","Comfortable","35.65344744","139.7350618","https://maps.google.com/maps?q=35.65344744%2C139.7350618%281F%2C%20Masuko%20Bldg%20Azabu%20Nibankan%2C%203-7-5%20Azabujuban%2C%20Minato-ku%2C%20Tokyo%29&ll=35.65344744%2c139.7350618&hl=en"
"French","Florilège","フロリレージュ","False","False","Lunch = 12:00-13:30 (L.O.)Dinner = 18:30-20:00 (L.O.)","Closed Wednesday","Lunch = ¥8,500Dinner = ¥16,000","16000","8500","B1F, Seizan Gaien, 2-5-4 Jingumae, Shibuya-ku, Tokyo","http://www.aoyama-florilege.jp/","03-6440-0878","Completely no smoking area, Counter restaurant, Reservation required, Open Sunday, Interesting wine list","two stars","2.5","Comfortable (more pleasant if in red)","35.67225273","139.7136386","https://maps.google.com/maps?q=35.67225273%2C139.7136386%28B1F%2C%20Seizan%20Gaien%2C%202-5-4%20Jingumae%2C%20Shibuya-ku%2C%20Tokyo%29&ll=35.67225273%2c139.7136386&hl=en"
"Chinese","Chugoku Shokushubo Matsumoto","中国食酒坊 まつもと","False","False","Lunch = 11:30-15:00 L.O.14:45Dinner = 17:00-22:30 (L.O.)","Closed Tuesday","Lunch = ¥1,000-3,000Dinner = ¥4,000-6,000","6000","1000","3-22-22 Nishiogikita, Suginami-ku, Tokyo","null","03-3397-0539","Cash only, Completely no smoking area, Open Sunday, Late dining","Bib Gourmand","1","Quiet comfortable","35.70472732","139.5999753","https://maps.google.com/maps?q=35.70472732%2C139.5999753%283-22-22%20Nishiogikita%2C%20Suginami-ku%2C%20Tokyo%29&ll=35.70472732%2c139.5999753&hl=en"
"Udon","Maruka","丸香","False","False","Lunch/ Dinner = 11:00-19:30 or when the day’s stock runs outSaturday 11:00-14:30 or when the day’s stock runs out","Closed Sunday and Public Holidays","Lunch/Dinner = Under ¥1,500","1500","1500","3-16 Kandaogawamachi, Chiyoda-ku, Tokyo","null","None","Lunch and/or dinner for ¥1,500 and less, Cash only, Completely no smoking area, Reservation not accepted","Bib Gourmand","1","Quiet comfortable","35.6966944444172","139.76011410796923","https://maps.google.com/maps?q=35.6966944444172%2C139.76011410796923%283-16%20Kandaogawamachi%2C%20Chiyoda-ku%2C%20Tokyo%29&ll=35.6966944444172%2c139.76011410796923&hl=en"
"Portuguese","Mar de Cristiano","マル・デ・クリスチアノ","False","False","Dinner = 18:00-23:00 (L.O.)","null","Dinner = ¥4,000-5,000","5000","4000","4F, Suncity, 1-3-12 Tomigaya, Shibuya-ku, Tokyo","http://www.cristianos.jp/mar","03-6804-7923","Completely no smoking area, Reservation required, Open Sunday, Late dining, Interesting wine list","Bib Gourmand","1","Quiet comfortable","35.66934103","139.6889789","https://maps.google.com/maps?q=35.66934103%2C139.6889789%284F%2C%20Suncity%2C%201-3-12%20Tomigaya%2C%20Shibuya-ku%2C%20Tokyo%29&ll=35.66934103%2c139.6889789&hl=en"
"Chinese","Meishan","梅香","False","False","Lunch = 12:00-14:00 L.O.13:30 except TuesdayDinner = Tuesday-Friday 17:30-22:30 L.O.21:00Saturday and Public Holidays 17:30-21:30 L.O.20:30 except Sunday","Closed Monday","Lunch = ¥2,000-9,000Dinner = ¥3,000-9,000","9000","2000","1F, Nakajima Daiichi Bldg, 37-39 Yokoteramachi, Shinjuku-ku, Tokyo","null","03-3260-2658","Completely no smoking area, Reservation required, Open Sunday","Bib Gourmand","1","Quiet comfortable","35.70120542","139.7363646","https://maps.google.com/maps?q=35.70120542%2C139.7363646%281F%2C%20Nakajima%20Daiichi%20Bldg%2C%2037-39%20Yokoteramachi%2C%20Shinjuku-ku%2C%20Tokyo%29&ll=35.70120542%2c139.7363646&hl=en"
"Ramen","Menson Rage","麺尊 Rage","False","False","Lunch = 11:00-15:00 or when the day’s stock runs outSunday 11:00-16:00 or when the day’s stock runs outDinner = Monday-Saturday 18:00-21:00 or when the day’s stock runs out","null","Lunch = Under ¥1,500Dinner = Under ¥1,500","1500","1500","3-37-22 Shoan, Suginami-ku, Tokyo","null","None","Lunch and/or dinner for ¥1,500 and less, Cash only, Completely no smoking area, Reservation not accepted, Open Sunday","Bib Gourmand","0","Simple","35.70176985","139.5992563","https://maps.google.com/maps?q=35.70176985%2C139.5992563%283-37-22%20Shoan%2C%20Suginami-ku%2C%20Tokyo%29&ll=35.70176985%2c139.5992563&hl=en"
"Izakaya","Yamato","","False","False","Dinner = 17:30-22:30 (L.O.)Saturday & Public Holidays 17:30-21:30 (L.O.)","Closed Sunday","Dinner = ¥4,500-7,000","7000","4500","16-3 Nihombashi-tomizawacho, Chuo-ku, Tokyo","null","03-3661-8010","Reservation required, Late dining","Bib Gourmand","1","Quiet comfortable","35.68808255","139.7843752","https://maps.google.com/maps?q=35.68808255%2C139.7843752%2816-3%20Nihombashi-tomizawacho%2C%20Chuo-ku%2C%20Tokyo%29&ll=35.68808255%2c139.7843752&hl=en"
"Soba","Yamori","矢もり","False","False","Dinner = 18:00-19:30 (L.O.)","Closed Sunday and Public Holidays","Dinner = ¥7,500-11,000","11000","7500","3-9-7 Tsukishima, Chuo-ku, Tokyo","null","03-6225-0633","Cash only, Shoes must be removed, Completely no smoking area, Private room with maximum capacity 4, Counter restaurant, Reservation required","one star","1","Quiet comfortable","35.66314625","139.7814725","https://maps.google.com/maps?q=35.66314625%2C139.7814725%283-9-7%20Tsukishima%2C%20Chuo-ku%2C%20Tokyo%29&ll=35.66314625%2c139.7814725&hl=en"
"Japanese","Ginza Yoshizawa","銀座 よし澤","False","False","Lunch = Tuesday-Saturday 11:30-14:30 L.O.12:30Dinner = 18:00-22:30 L.O.20:00","Closed Sunday and Public Holiday Mondays","Lunch = ¥6,500-19,000Dinner = ¥20,000-36,000","36000","6500","B1F, Habiulu Ginza Bldg, 1-13-8 Ginza, Chuo-ku Tokyo","null","03-6264-4970","No smoking area, Private room with maximum capacity 10, Counter restaurant, Reservation required","one star","1.5","Quiet comfortable (more pleasant if in red)","35.67339107","139.769437","https://maps.google.com/maps?q=35.67339107%2C139.769437%28B1F%2C%20Habiulu%20Ginza%20Bldg%2C%201-13-8%20Ginza%2C%20Chuo-ku%20Tokyo%29&ll=35.67339107%2c139.769437&hl=en"
"Chinese","Lucky","楽記","False","False","Dinner = 18:00-22:00 (L.O.)","Closed Sunday and Public Holidays","Dinner = ¥5,000-6,000","6000","5000","3-7-4 Jingumae, Shibuya-ku, Tokyo","null","03-3470-0289","Completely no smoking area, Reservation required, Late dining, Interesting wine list","Bib Gourmand","1","Quiet comfortable","35.670871","139.713086","https://maps.google.com/maps?q=35.670871%2C139.713086%283-7-4%20Jingumae%2C%20Shibuya-ku%2C%20Tokyo%29&ll=35.670871%2c139.713086&hl=en"
"French","Le Sputnik","ル・スプートニク","False","False","Lunch = 12:00-15:30 L.O.13:00Dinner = 18:00-23:00 L.O.20:30","Closed Monday","Lunch = ¥8,000Dinner = ¥15,000-20,000","20000","8000","7-9-9 Roppongi, Minato-ku, Tokyo","http://le-sputnik.jp/","03-6434-7080","Completely no smoking area, Private room with maximum capacity 6, Reservation required, Open Sunday, Interesting wine list","one star","2","Comfortable","35.66436158","139.7299659","https://maps.google.com/maps?q=35.66436158%2C139.7299659%287-9-9%20Roppongi%2C%20Minato-ku%2C%20Tokyo%29&ll=35.66436158%2c139.7299659&hl=en"
